,Unnamed: 0,value,formattedValue,hasData,link,topic_mid,topic_title,topic_type,habilidades
0,0,100,100,True,/trends/explore?q=/m/02h40lc&date=today+12-m&geo=BR,/m/02h40lc,Inglês,Língua,Inglês
1,1,31,31,True,/trends/explore?q=/m/05zjd&date=today+12-m&geo=BR,/m/05zjd,Português,Língua,Inglês
2,2,28,28,True,/trends/explore?q=/g/1218d9__&date=today+12-m&geo=BR,/g/1218d9__,Tradutor,Profissão,Inglês
3,3,12,12,True,/trends/explore?q=/m/07h26&date=today+12-m&geo=BR,/m/07h26,Tradução,Assunto,Inglês
4,4,4,4,True,/trends/explore?q=/m/09x0r&date=today+12-m&geo=BR,/m/09x0r,Fala,Assunto,Inglês
5,5,4,4,True,/trends/explore?q=/m/02jx1&date=today+12-m&geo=BR,/m/02jx1,Inglaterra,Nação constituinte do Reino Unido,Inglês
6,6,3,3,True,/trends/explore?q=/m/02_tc&date=today+12-m&geo=BR,/m/02_tc,Premier League,Liga de futebol,Inglês
7,7,1,1,True,/trends/explore?q=/m/099t2&date=today+12-m&geo=BR,/m/099t2,Verbo,Assunto,Inglês
8,8,1,1,True,/trends/explore?q=/m/03tjm&date=today+12-m&geo=BR,/m/03tjm,I,Assunto,Inglês
9,9,1,1,True,/trends/explore?q=/m/09gqx&date=today+12-m&geo=BR,/m/09gqx,La Liga,Liga de futebol,Inglês
10,10,0,<1,True,/trends/explore?q=/m/0217zf&date=today+12-m&geo=BR,/m/0217zf,Alfabeto inglês,Sistema de escrita do idioma,Inglês
11,11,0,<1,True,/trends/explore?q=/m/04phfx&date=today+12-m&geo=BR,/m/04phfx,Dias da semana,Assunto,Inglês
12,12,0,<1,True,/trends/explore?q=/g/11p44qhs93&date=today+12-m&geo=BR,/g/11p44qhs93,Premier League de 2021–22,Temporada,Inglês
13,13,0,<1,True,/trends/explore?q=/m/02p9w51&date=today+12-m&geo=BR,/m/02p9w51,Conta do Google,Assunto,Inglês
0,0,100,100,True,/trends/explore?q=/m/011l78&date=today+12-m&geo=BR,/m/011l78,Equipe,Assunto,Equipe
1,1,17,17,True,/trends/explore?q=/g/122h6md7&date=today+12-m&geo=BR,/g/122h6md7,Trabalho,Economia,Equipe
2,2,9,9,True,/trends/explore?q=/m/04dlyn&date=today+12-m&geo=BR,/m/04dlyn,Trabalho em equipe,Assunto,Equipe
3,3,5,5,True,/trends/explore?q=/m/01ht4f&date=today+12-m&geo=BR,/m/01ht4f,Motivação,Assunto,Equipe
4,4,3,3,True,/trends/explore?q=/m/025rt2s&date=today+12-m&geo=BR,/m/025rt2s,Liderança,Assunto,Equipe
5,5,2,2,True,/trends/explore?q=/m/03g_1kv&date=today+12-m&geo=BR,/m/03g_1kv,Objetivo,Assunto,Equipe
6,6,2,2,True,/trends/explore?q=/g/120s1x7w&date=today+12-m&geo=BR,/g/120s1x7w,Enfermagem,Campo profissional,Equipe
7,7,2,2,True,/trends/explore?q=/g/121c4vmj&date=today+12-m&geo=BR,/g/121c4vmj,Administração,Campo de estudo,Equipe
8,8,2,2,True,/trends/explore?q=/m/0qb7t&date=today+12-m&geo=BR,/m/0qb7t,Organização,Assunto,Equipe
9,9,2,2,True,/trends/explore?q=/m/02vzx9&date=today+12-m&geo=BR,/m/02vzx9,Jogador,Assunto,Equipe
10,10,2,2,True,/trends/explore?q=/m/07_53&date=today+12-m&geo=BR,/m/07_53,Vôlei,Esportes,Equipe
11,11,2,2,True,/trends/explore?q=/m/04f0pl&date=today+12-m&geo=BR,/m/04f0pl,Gratidão,Assunto,Equipe
12,12,2,2,True,/trends/explore?q=/m/01rf39&date=today+12-m&geo=BR,/m/01rf39,Equipe multidisciplinar,Assunto,Equipe
13,13,2,2,True,/trends/explore?q=/m/01gyqb&date=today+12-m&geo=BR,/m/01gyqb,Dinâmica,Campo de estudo,Equipe
14,14,1,1,True,/trends/explore?q=/m/02q38z7&date=today+12-m&geo=BR,/m/02q38z7,Gincana,Assunto,Equipe
15,15,1,1,True,/trends/explore?q=/m/01593g&date=today+12-m&geo=BR,/m/01593g,Qualidade,Assunto,Equipe
16,16,1,1,True,/trends/explore?q=/m/03qc9zr&date=today+12-m&geo=BR,/m/03qc9zr,Grito,Assunto,Equipe
17,17,1,1,True,/trends/explore?q=/m/04gy_2&date=today+12-m&geo=BR,/m/04gy_2,Grito de guerra,Assunto,Equipe
18,18,1,1,True,/trends/explore?q=/m/01jbm&date=today+12-m&geo=BR,/m/01jbm,Comportamento,Assunto,Equipe
19,19,0,<1,True,/trends/explore?q=/m/01h6lp&date=today+12-m&geo=BR,/m/01h6lp,Desempenho,Assunto,Equipe
20,20,0,<1,True,/trends/explore?q=/m/01s560&date=today+12-m&geo=BR,/m/01s560,Colaboração,Assunto,Equipe
21,21,0,<1,True,/trends/explore?q=/m/02xgdd&date=today+12-m&geo=BR,/m/02xgdd,Metodologia,Campo de estudo,Equipe
22,22,0,<1,True,/trends/explore?q=/m/03_14&date=today+12-m&geo=BR,/m/03_14,Integral,Assunto,Equipe
23,23,0,<1,True,/trends/explore?q=/g/120y8l81&date=today+12-m&geo=BR,/g/120y8l81,Entidade empresarial,Tipo de organização,Equipe
0,0,100,100,True,/trends/explore?q=/m/025s6bf&date=today+12-m&geo=BR,/m/025s6bf,Oxigénio,Elemento químico,Responsável
1,1,28,28,True,/trends/explore?q=/m/013y0j&date=today+12-m&geo=BR,/m/013y0j,Órgão,Anatomia,Responsável
2,2,27,27,True,/trends/explore?q=/m/0bj6r&date=today+12-m&geo=BR,/m/0bj6r,Sistema,Assunto,Responsável
3,3,23,23,True,/trends/explore?q=/m/015ns&date=today+12-m&geo=BR,/m/015ns,Ser,Assunto,Responsável
4,4,20,20,True,/trends/explore?q=/g/120hndy9&date=today+12-m&geo=BR,/g/120hndy9,Processos da gerência de projetos,Assunto,Responsável
5,5,18,18,True,/trends/explore?q=/m/01cbd&date=today+12-m&geo=BR,/m/01cbd,Célula,Assunto,Responsável
6,6,14,14,True,/trends/explore?q=/m/02v_93z&date=today+12-m&geo=BR,/m/02v_93z,Função,Matemática,Responsável
7,7,14,14,True,/trends/explore?q=/m/0dgw9r&date=today+12-m&geo=BR,/m/0dgw9r,Humano,Primatas,Responsável
8,8,14,14,True,/trends/explore?q=/m/0n68_&date=today+12-m&geo=BR,/m/0n68_,Estrutura,Assunto,Responsável
9,9,12,12,True,/trends/explore?q=/m/0806jls&date=today+12-m&geo=BR,/m/0806jls,Produção,Assunto,Responsável
10,10,10,10,True,/trends/explore?q=/m/0qb7t&date=today+12-m&geo=BR,/m/0qb7t,Organização,Assunto,Responsável
11,11,10,10,True,/trends/explore?q=/m/0559m&date=today+12-m&geo=BR,/m/0559m,Movimento,Assunto,Responsável
12,12,9,9,True,/trends/explore?q=/g/122152pm&date=today+12-m&geo=BR,/g/122152pm,Técnica,Assunto,Responsável
13,13,8,8,True,/trends/explore?q=/m/02pzt0q&date=today+12-m&geo=BR,/m/02pzt0q,Função,Biologia,Responsável
14,14,7,7,True,/trends/explore?q=/m/05nnm&date=today+12-m&geo=BR,/m/05nnm,Organismo,Assunto,Responsável
15,15,7,7,True,/trends/explore?q=/g/121c4vmj&date=today+12-m&geo=BR,/g/121c4vmj,Administração,Campo de estudo,Responsável
16,16,7,7,True,/trends/explore?q=/m/0lyf6&date=today+12-m&geo=BR,/m/0lyf6,Respiração,Assunto,Responsável
17,17,7,7,True,/trends/explore?q=/m/03y39&date=today+12-m&geo=BR,/m/03y39,Informação,Assunto,Responsável
18,18,7,7,True,/trends/explore?q=/m/02mm_&date=today+12-m&geo=BR,/m/02mm_,Energia,Assunto,Responsável
19,19,6,6,True,/trends/explore?q=/m/026sq&date=today+12-m&geo=BR,/m/026sq,Dados,Assunto,Responsável
20,20,5,5,True,/trends/explore?q=/m/09f96&date=today+12-m&geo=BR,/m/09f96,Mosquito,Inseto,Responsável
21,21,5,5,True,/trends/explore?q=/g/1234nbv3&date=today+12-m&geo=BR,/g/1234nbv3,Responsabilidade,Assunto,Responsável
22,22,4,4,True,/trends/explore?q=/m/05zppz&date=today+12-m&geo=BR,/m/05zppz,Masculino,Assunto,Responsável
23,23,4,4,True,/trends/explore?q=/m/0217bt&date=today+12-m&geo=BR,/m/0217bt,Planejamento,Assunto,Responsável
24,24,3,3,True,/trends/explore?q=/m/02rgsv7&date=today+12-m&geo=BR,/m/02rgsv7,Controle,Administração,Responsável
0,0,100,100,True,/trends/explore?q=/m/01lhf&date=today+12-m&geo=BR,/m/01lhf,Comunicação,Assunto,Comunicação
1,1,9,9,True,/trends/explore?q=/m/03qh03g&date=today+12-m&geo=BR,/m/03qh03g,Meios de comunicação,Assunto,Comunicação
2,2,8,8,True,/trends/explore?q=/m/07c1v&date=today+12-m&geo=BR,/m/07c1v,Tecnologia,Assunto,Comunicação
3,3,6,6,True,/trends/explore?q=/m/031cx3&date=today+12-m&geo=BR,/m/031cx3,Comunicação visual,Assunto,Comunicação
4,4,5,5,True,/trends/explore?q=/m/04g7d&date=today+12-m&geo=BR,/m/04g7d,Linguagem,Campo de estudo,Comunicação
5,5,5,5,True,/trends/explore?q=/m/02vk5n9&date=today+12-m&geo=BR,/m/02vk5n9,Tecnologias da informação e comunicação,Assunto,Comunicação
6,6,4,4,True,/trends/explore?q=/m/03y39&date=today+12-m&geo=BR,/m/03y39,Informação,Assunto,Comunicação
7,7,4,4,True,/trends/explore?q=/m/01qfr1&date=today+12-m&geo=BR,/m/01qfr1,Social,Assunto,Comunicação
8,8,3,3,True,/trends/explore?q=/m/014dgf&date=today+12-m&geo=BR,/m/014dgf,Vendas,Assunto,Comunicação
9,9,3,3,True,/trends/explore?q=/m/017lm&date=today+12-m&geo=BR,/m/017lm,Bluetooth,Assunto,Comunicação
10,10,3,3,True,/trends/explore?q=/m/0qb7t&date=today+12-m&geo=BR,/m/0qb7t,Organização,Assunto,Comunicação
11,11,3,3,True,/trends/explore?q=/m/0bj6r&date=today+12-m&geo=BR,/m/0bj6r,Sistema,Assunto,Comunicação
12,12,3,3,True,/trends/explore?q=/g/120hndy9&date=today+12-m&geo=BR,/g/120hndy9,Processos da gerência de projetos,Assunto,Comunicação
13,13,3,3,True,/trends/explore?q=/m/0g4gr&date=today+12-m&geo=BR,/m/0g4gr,Marketing,Assunto,Comunicação
14,14,3,3,True,/trends/explore?q=/m/01q4y&date=today+12-m&geo=BR,/m/01q4y,Elemento químico,Química,Comunicação
15,15,2,2,True,/trends/explore?q=/m/02y7c6&date=today+12-m&geo=BR,/m/02y7c6,Comunicação não violenta,Assunto,Comunicação
16,16,2,2,True,/trends/explore?q=/m/01ws5&date=today+12-m&geo=BR,/m/01ws5,Cultura,Assunto,Comunicação
17,17,2,2,True,/trends/explore?q=/m/0203b&date=today+12-m&geo=BR,/m/0203b,Conceito,Assunto,Comunicação
18,18,2,2,True,/trends/explore?q=/m/02glzb&date=today+12-m&geo=BR,/m/02glzb,Estudos da comunicação,Disciplina acadêmica,Comunicação
19,19,2,2,True,/trends/explore?q=/g/121c4vmj&date=today+12-m&geo=BR,/g/121c4vmj,Administração,Campo de estudo,Comunicação
20,20,2,2,True,/trends/explore?q=/m/03g_1kv&date=today+12-m&geo=BR,/m/03g_1kv,Objetivo,Assunto,Comunicação
0,0,100,100,True,/trends/explore?q=/m/0217bt&date=today+12-m&geo=BR,/m/0217bt,Planejamento,Assunto,Planejamento
1,1,16,16,True,/trends/explore?q=/m/025s6bf&date=today+12-m&geo=BR,/m/025s6bf,Oxigénio,Elemento químico,Planejamento
2,2,15,15,True,/trends/explore?q=/m/07b7r&date=today+12-m&geo=BR,/m/07b7r,Estratégia,Assunto,Planejamento
3,3,12,12,True,/trends/explore?q=/m/01h2x3&date=today+12-m&geo=BR,/m/01h2x3,Planejamento estratégico,Assunto,Planejamento
4,4,9,9,True,/trends/explore?q=/m/02jfc&date=today+12-m&geo=BR,/m/02jfc,Educação,Assunto,Planejamento
5,5,8,8,True,/trends/explore?q=/g/121c4vmj&date=today+12-m&geo=BR,/g/121c4vmj,Administração,Campo de estudo,Planejamento
6,6,7,7,True,/trends/explore?q=/m/0qb7t&date=today+12-m&geo=BR,/m/0qb7t,Organização,Assunto,Planejamento
7,7,7,7,True,/trends/explore?q=/g/120hndy9&date=today+12-m&geo=BR,/g/120hndy9,Processos da gerência de projetos,Assunto,Planejamento
8,8,6,6,True,/trends/explore?q=/m/0319ff&date=today+12-m&geo=BR,/m/0319ff,Aula,Assunto,Planejamento
9,9,6,6,True,/trends/explore?q=/m/015ns&date=today+12-m&geo=BR,/m/015ns,Ser,Assunto,Planejamento
10,10,5,5,True,/trends/explore?q=/g/121jnq1m&date=today+12-m&geo=BR,/g/121jnq1m,Negócios,Assunto,Planejamento
11,11,5,5,True,/trends/explore?q=/m/03g_1kv&date=today+12-m&geo=BR,/m/03g_1kv,Objetivo,Assunto,Planejamento
12,12,5,5,True,/trends/explore?q=/m/027wyv&date=today+12-m&geo=BR,/m/027wyv,Educação infantil,Categoria de escola,Planejamento
13,13,5,5,True,/trends/explore?q=/m/0156dy&date=today+12-m&geo=BR,/m/0156dy,Projeto,Assunto,Planejamento
14,14,4,4,True,/trends/explore?q=/m/018jrr&date=today+12-m&geo=BR,/m/018jrr,Plano,Assunto,Planejamento
15,15,4,4,True,/trends/explore?q=/g/1pwgtm22v&date=today+12-m&geo=BR,/g/1pwgtm22v,Planejamento financeiro,Assunto,Planejamento
16,16,4,4,True,/trends/explore?q=/g/121vr6rm&date=today+12-m&geo=BR,/g/121vr6rm,Análise,Assunto,Planejamento
17,17,4,4,True,/trends/explore?q=/m/01d30f&date=today+12-m&geo=BR,/m/01d30f,Professor,Profissão,Planejamento
18,18,3,3,True,/trends/explore?q=/m/09dhj&date=today+12-m&geo=BR,/m/09dhj,Família,Assunto,Planejamento
19,19,3,3,True,/trends/explore?q=/g/1215pkwr&date=today+12-m&geo=BR,/g/1215pkwr,Ensino,Assunto,Planejamento
20,20,3,3,True,/trends/explore?q=/g/11fy130dk_&date=today+12-m&geo=BR,/g/11fy130dk_,Base Nacional Comum Curricular,Assunto,Planejamento
21,21,3,3,True,/trends/explore?q=/m/0806jls&date=today+12-m&geo=BR,/m/0806jls,Produção,Assunto,Planejamento
22,22,3,3,True,/trends/explore?q=/m/02rgsv7&date=today+12-m&geo=BR,/m/02rgsv7,Controle,Administração,Planejamento
23,23,3,3,True,/trends/explore?q=/m/01hm9d&date=today+12-m&geo=BR,/m/01hm9d,Planejamento familiar,Assunto,Planejamento
24,24,2,2,True,/trends/explore?q=/m/0gw5h&date=today+12-m&geo=BR,/m/0gw5h,Avaliação,Assunto,Planejamento
0,0,100,100,True,/trends/explore?q=/m/038_nf&date=today+12-m&geo=BR,/m/038_nf,Modelagem de dados,Assunto,Modelagem
1,1,73,73,True,/trends/explore?q=/m/026sq&date=today+12-m&geo=BR,/m/026sq,Dados,Assunto,Modelagem
2,2,63,63,True,/trends/explore?q=/m/07hs4p&date=today+12-m&geo=BR,/m/07hs4p,Disciplina,Assunto,Modelagem
3,3,55,55,True,/trends/explore?q=/m/02q4625&date=today+12-m&geo=BR,/m/02q4625,3D,Computação gráfica,Modelagem
4,4,53,53,True,/trends/explore?q=/m/02p30vv&date=today+12-m&geo=BR,/m/02p30vv,Modelagem tridimensional,Assunto,Modelagem
5,5,49,49,True,/trends/explore?q=/m/04rjg&date=today+12-m&geo=BR,/m/04rjg,Matemática,Campo de estudo,Modelagem
6,6,40,40,True,/trends/explore?q=/m/0bj6r&date=today+12-m&geo=BR,/m/0bj6r,Sistema,Assunto,Modelagem
7,7,38,38,True,/trends/explore?q=/g/120hnrwk&date=today+12-m&geo=BR,/g/120hnrwk,Modelagem matemática,Assunto,Modelagem
8,8,33,33,True,/trends/explore?q=/m/04bxyt&date=today+12-m&geo=BR,/m/04bxyt,Modelagem de processos de negócio,Assunto,Modelagem
9,9,33,33,True,/trends/explore?q=/g/120hndy9&date=today+12-m&geo=BR,/g/120hndy9,Processos da gerência de projetos,Assunto,Modelagem
10,10,31,31,True,/trends/explore?q=/m/01mf0&date=today+12-m&geo=BR,/m/01mf0,Software,Assunto,Modelagem
11,11,30,30,True,/trends/explore?q=/m/02bc6&date=today+12-m&geo=BR,/m/02bc6,Banco de dados,Gênero do formato do arquivo,Modelagem
12,12,27,27,True,/trends/explore?q=/m/0mz8t&date=today+12-m&geo=BR,/m/0mz8t,Costura,Assunto,Modelagem
13,13,26,26,True,/trends/explore?q=/g/121vr6rm&date=today+12-m&geo=BR,/g/121vr6rm,Análise,Assunto,Modelagem
14,14,26,26,True,/trends/explore?q=/g/121jnq1m&date=today+12-m&geo=BR,/g/121jnq1m,Negócios,Assunto,Modelagem
15,15,25,25,True,/trends/explore?q=/m/07mhn&date=today+12-m&geo=BR,/m/07mhn,Calças,Peça de roupa,Modelagem
16,16,20,20,True,/trends/explore?q=/g/122152pm&date=today+12-m&geo=BR,/g/122152pm,Técnica,Assunto,Modelagem
17,17,19,19,True,/trends/explore?q=/m/07k1x&date=today+12-m&geo=BR,/m/07k1x,Ferramenta,Assunto,Modelagem
18,18,19,19,True,/trends/explore?q=/m/0156dy&date=today+12-m&geo=BR,/m/0156dy,Projeto,Assunto,Modelagem
19,19,18,18,True,/trends/explore?q=/m/02v0m2&date=today+12-m&geo=BR,/m/02v0m2,Diagrama,Assunto,Modelagem
20,20,16,16,True,/trends/explore?q=/g/12125d3v&date=today+12-m&geo=BR,/g/12125d3v,blusa,Roupa,Modelagem
21,21,15,15,True,/trends/explore?q=/m/0203b&date=today+12-m&geo=BR,/m/0203b,Conceito,Assunto,Modelagem
22,22,15,15,True,/trends/explore?q=/g/11d_8cl2zh&date=today+12-m&geo=BR,/g/11d_8cl2zh,Marlene Mukai,Canal do YouTube,Modelagem
23,23,14,14,True,/trends/explore?q=/m/07x3g&date=today+12-m&geo=BR,/m/07x3g,UML,Linguagem de programação,Modelagem
24,24,11,11,True,/trends/explore?q=/m/02njpz&date=today+12-m&geo=BR,/m/02njpz,Requisito,Assunto,Modelagem
0,0,100,100,True,/trends/explore?q=/m/03___6&date=today+12-m&geo=BR,/m/03___6,Foco,Assunto,Foco
1,1,53,53,True,/trends/explore?q=/g/11hcvzz_xd&date=today+12-m&geo=BR,/g/11hcvzz_xd,TV Foco,Assunto,Foco
2,2,41,41,True,/trends/explore?q=/g/11f50mhmx1&date=today+12-m&geo=BR,/g/11f50mhmx1,Foco Regional,Assunto,Foco
3,3,40,40,True,/trends/explore?q=/g/11bc8bpt5y&date=today+12-m&geo=BR,/g/11bc8bpt5y,Foco Aluguel de Carros,Assunto,Foco
4,4,28,28,True,/trends/explore?q=/g/11hb5rxbh4&date=today+12-m&geo=BR,/g/11hb5rxbh4,Foco Radical,"Serviço de fotografia em Florianópolis, Santa Catarina",Foco
5,5,16,16,True,/trends/explore?q=/g/12321gty&date=today+12-m&geo=BR,/g/12321gty,Foco narrativo,Assunto,Foco
6,6,11,11,True,/trends/explore?q=/m/03g_1kv&date=today+12-m&geo=BR,/m/03g_1kv,Objetivo,Assunto,Foco
7,7,10,10,True,/trends/explore?q=/g/1213tr54&date=today+12-m&geo=BR,/g/1213tr54,Tribuna,Assunto,Foco
8,8,10,10,True,/trends/explore?q=/m/0qb7t&date=today+12-m&geo=BR,/m/0qb7t,Organização,Assunto,Foco
9,9,10,10,True,/trends/explore?q=/g/121c4vmj&date=today+12-m&geo=BR,/g/121c4vmj,Administração,Campo de estudo,Foco
10,10,9,9,True,/trends/explore?q=/g/122cz_3g&date=today+12-m&geo=BR,/g/122cz_3g,Diário do Vale,Assunto,Foco
11,11,8,8,True,/trends/explore?q=/m/02zq2&date=today+12-m&geo=BR,/m/02zq2,Fé,Assunto,Foco
12,12,8,8,True,/trends/explore?q=/g/11jfchz6z2&date=today+12-m&geo=BR,/g/11jfchz6z2,Congresso em Foco,Site,Foco
13,13,8,8,True,/trends/explore?q=/g/11fhvsx6mv&date=today+12-m&geo=BR,/g/11fhvsx6mv,PORTAL CAMPO MAIOR EM FOCO,Assunto,Foco
14,14,7,7,True,/trends/explore?q=/m/096bg&date=today+12-m&geo=BR,/m/096bg,Pulmão,Assunto,Foco
15,15,5,5,True,/trends/explore?q=/m/0h98njv&date=today+12-m&geo=BR,/m/0h98njv,Concentração mental,Assunto,Foco
16,16,5,5,True,/trends/explore?q=/m/014w_8&date=today+12-m&geo=BR,/m/014w_8,Sepse,Condição,Foco
17,17,5,5,True,/trends/explore?q=/m/0hr2jb4&date=today+12-m&geo=BR,/m/0hr2jb4,Localiza,Empresa,Foco
18,18,5,5,True,/trends/explore?q=/g/11bbrnpf5j&date=today+12-m&geo=BR,/g/11bbrnpf5j,Movida Aluguel de Carros,Assunto,Foco
19,19,4,4,True,/trends/explore?q=/m/03h1sh1&date=today+12-m&geo=BR,/m/03h1sh1,Disciplina acadêmica,Conhecimento,Foco
20,20,3,3,True,/trends/explore?q=/g/11b7cbc16b&date=today+12-m&geo=BR,/g/11b7cbc16b,Unidas Aluguel de Carros,Assunto,Foco
21,21,3,3,True,/trends/explore?q=/g/11cmv1c608&date=today+12-m&geo=BR,/g/11cmv1c608,Fotop,Serviço de fotografia em São Paulo,Foco
22,22,3,3,True,/trends/explore?q=/g/11f50mhhnq&date=today+12-m&geo=BR,/g/11f50mhhnq,Cidades em Foco,Assunto,Foco
