,date,quantidade,isPartial,ferramenta
18,2022-04-17,67,False,Salesforce
19,2022-04-24,91,False,Salesforce
20,2022-05-01,98,False,Salesforce
21,2022-05-08,100,False,Salesforce
22,2022-05-15,88,False,Salesforce
23,2022-05-22,96,False,Salesforce
24,2022-05-29,95,False,Salesforce
25,2022-06-05,85,False,Salesforce
26,2022-06-12,78,False,Salesforce
27,2022-06-19,98,False,Salesforce
28,2022-06-26,91,False,Salesforce
29,2022-07-03,83,False,Salesforce
30,2022-07-10,87,False,Salesforce
31,2022-07-17,96,False,Salesforce
32,2022-07-24,88,False,Salesforce
33,2022-07-31,95,False,Salesforce
34,2022-08-07,98,False,Salesforce
35,2022-08-14,87,False,Salesforce
36,2022-08-21,80,False,Salesforce
37,2022-08-28,91,False,Salesforce
38,2022-09-04,77,False,Salesforce
39,2022-09-11,86,False,Salesforce
40,2022-09-18,95,False,Salesforce
41,2022-09-25,85,False,Salesforce
42,2022-10-02,78,False,Salesforce
43,2022-10-09,76,False,Salesforce
44,2022-10-16,91,False,Salesforce
45,2022-10-23,99,False,Salesforce
46,2022-10-30,73,False,Salesforce
47,2022-11-06,89,False,Salesforce
48,2022-11-13,74,False,Salesforce
49,2022-11-20,79,False,Salesforce
50,2022-11-27,81,False,Salesforce
0,2021-12-12,87,False,Linux
1,2021-12-19,91,False,Linux
2,2021-12-26,86,False,Linux
3,2022-01-02,100,False,Linux
4,2022-01-09,96,False,Linux
5,2022-01-16,94,False,Linux
6,2022-01-23,94,False,Linux
7,2022-01-30,85,False,Linux
8,2022-02-06,94,False,Linux
9,2022-02-13,100,False,Linux
10,2022-02-20,99,False,Linux
11,2022-02-27,93,False,Linux
12,2022-03-06,93,False,Linux
13,2022-03-13,92,False,Linux
14,2022-03-20,96,False,Linux
15,2022-03-27,94,False,Linux
16,2022-04-03,91,False,Linux
